round, agent, produces, commodity_stock, cs_amount, minPriceBelief, maxPriceBelief
10, 29, Wood, cash, 23.76734
10, 30, Wood, Food, 14.5, 3.489419, 6.978839
10, 30, Wood, Tool, 17.50086, 13.83518, 27.67036
10, 30, Wood, Wood, 0, 9.663248, 10.62957
10, 30, Wood, cash, -110.6485
10, 101, Metal, Food, 10, 4.820929, 9.641858
10, 101, Metal, Ore, 10, 5.806301, 11.6126
10, 101, Metal, Metal, 0, 36.44812, 40.09293
10, 101, Metal, cash, -32.21609
10, 32, Wood, Food, 14.5, 3.502683, 7.005366
10, 32, Wood, Tool, 7.703026, 13.91431, 27.82862
10, 32, Wood, Wood, 3, 9.663248, 10.62957
10, 32, Wood, cash, -61.78355
10, 33, Wood, Food, 20, 3.200765, 6.40153
10, 33, Wood, Tool, 20.82181, 9.818886, 19.63777
10, 33, Wood, Wood, 2.345696, 9.663248, 10.62957
10, 33, Wood, cash, -315.154
10, 34, Wood, Food, 6.353243, 3.621053, 7.242106
10, 34, Wood, Tool, 21.1, 12.03872, 24.07745
10, 34, Wood, Wood, 3, 9.676256, 10.64388
10, 34, Wood, cash, 10.64771
10, 102, Metal, Food, 10, 6.333548, 12.6671
10, 102, Metal, Ore, 10, 8.161362, 16.32272
10, 102, Metal, Metal, 0, 39.14614, 43.06076
10, 102, Metal, cash, -44.31237
10, 36, Wood, Food, 20, 3.203769, 6.407537
10, 36, Wood, Tool, 21.2, 9.7254, 19.4508
10, 36, Wood, Wood, 0, 9.663248, 10.62957
10, 36, Wood, cash, -91.72659
10, 37, Wood, Food, 5.043768, 3.736162, 7.472323
10, 37, Wood, Tool, 15.45763, 14.06826, 28.13652
10, 37, Wood, Wood, 3, 9.663248, 10.62957
10, 37, Wood, cash, 81.59442
10, 38, Wood, Food, 14.5, 3.504344, 7.008688
10, 38, Wood, Tool, 21.2, 9.72671, 19.45342
10, 38, Wood, Wood, 3, 9.663248, 10.62957
10, 38, Wood, cash, -6.866737
10, 39, Wood, Food, 10.1, 3.586166, 7.172332
10, 39, Wood, Tool, 19.5, 13.40352, 26.80704
10, 39, Wood, Wood, 0, 9.663248, 10.62957
10, 39, Wood, cash, -61.45666
10, 40, Ore, Food, 0, 3.736162, 7.472323
10, 40, Ore, Ore, 0, 13.80904, 15.18994
10, 40, Ore, cash, 30.51762
10, 41, Ore, Food, 3.2, 3.566948, 7.133897
10, 41, Ore, Ore, 0, 13.80904, 15.18994
10, 41, Ore, cash, 95.11412
10, 42, Ore, Food, 17.9, 3.238573, 6.477145
10, 42, Ore, Ore, 0, 12.84521, 14.12974
10, 42, Ore, cash, -90.73581
10, 43, Ore, Food, 7.399998, 3.537124, 7.074248
10, 43, Ore, Ore, 0, 13.80904, 15.18994
10, 43, Ore, cash, 91.26572
10, 44, Ore, Food, 5.299998, 3.545586, 7.091172
10, 44, Ore, Ore, 0, 13.80904, 15.18994
10, 44, Ore, cash, 79.22513
10, 45, Ore, Food, 3.199998, 3.557475, 7.11495
10, 45, Ore, Ore, 0, 13.80904, 15.18994
10, 45, Ore, cash, 82.6268
10, 46, Ore, Food, 7.399998, 3.528059, 7.056117
10, 46, Ore, Ore, 0, 13.80904, 15.18994
10, 46, Ore, cash, 92.81675
10, 47, Ore, Food, 0, 3.736162, 7.472323
10, 47, Ore, Ore, 0, 13.80904, 15.18994
10, 47, Ore, cash, 21.22128
10, 48, Ore, Food, 7.399998, 3.523541, 7.047081
10, 48, Ore, Ore, 0, 13.80904, 15.18994
10, 48, Ore, cash, 52.31092
10, 49, Ore, Food, 0, 3.657015, 7.31403
10, 49, Ore, Ore, 0, 13.80904, 15.18994
10, 49, Ore, cash, 34.26681
10, 50, Ore, Food, 17.9, 3.238573, 6.477145
10, 50, Ore, Ore, 0, 13.09397, 14.40337
10, 50, Ore, cash, -49.73693
10, 51, Ore, Food, 0, 3.736162, 7.472323
10, 51, Ore, Ore, 0, 13.80904, 15.18994
10, 51, Ore, cash, 22.46968
10, 52, Ore, Food, 17.9, 3.182374, 6.364748
10, 52, Ore, Ore, 0, 13.57724, 14.93496
10, 52, Ore, cash, 1.643583
10, 53, Ore, Food, 0, 3.736162, 7.472323
10, 53, Ore, Ore, 0, 13.80904, 15.18994
10, 53, Ore, cash, 67.9362
10, 54, Ore, Food, 0, 3.736162, 7.472323
10, 54, Ore, Ore, 0, 13.80904, 15.18994
10, 54, Ore, cash, 21.01017
10, 55, Ore, Food, 15.8, 3.35008, 6.70016
10, 55, Ore, Ore, 0, 13.80904, 15.18994
10, 55, Ore, cash, -50.23605
10, 56, Ore, Food, 5.299998, 3.559572, 7.119144
10, 56, Ore, Ore, 0, 13.80904, 15.18994
10, 56, Ore, cash, 91.47959
10, 57, Ore, Food, 0, 3.665597, 7.331194
10, 57, Ore, Ore, 0, 13.80904, 15.18994
10, 57, Ore, cash, 41.87871
10, 58, Ore, Food, 0, 3.736162, 7.472323
10, 58, Ore, Ore, 0, 13.80904, 15.18994
10, 58, Ore, cash, 44.73325
10, 59, Ore, Food, 20, 3.151011, 6.302022
10, 59, Ore, Ore, 0, 13.80904, 15.18994
10, 59, Ore, cash, -21.39705
10, 60, Metal, Food, 3.199998, 3.566948, 7.133897
10, 60, Metal, Ore, 6, 5.005527, 10.01105
10, 60, Metal, Metal, 0, 36.21366, 39.83503
10, 60, Metal, cash, 40.59224
10, 61, Metal, Food, 20, 3.129952, 6.259903
10, 61, Metal, Ore, 11.3871, 5.070893, 10.14179
10, 61, Metal, Metal, 0, 36.21366, 39.83503
10, 61, Metal, cash, -168.6984
10, 62, Metal, Food, 4.382115, 3.625304, 7.250608
10, 62, Metal, Ore, 8.983635, 5.031571, 10.06314
10, 62, Metal, Metal, 0, 36.21366, 39.83503
10, 62, Metal, cash, -8.121262
10, 63, Metal, Food, 7.399998, 3.512296, 7.024593
10, 63, Metal, Ore, 4, 5.031571, 10.06314
10, 63, Metal, Metal, 0, 36.21366, 39.83503
10, 63, Metal, cash, 56.97047
10, 64, Metal, Food, 3.199998, 3.566948, 7.133897
10, 64, Metal, Ore, 8, 4.985617, 9.971234
10, 64, Metal, Metal, 0, 36.21366, 39.83503
10, 64, Metal, cash, 67.68816
10, 65, Metal, Food, 0, 3.653735, 7.307471
10, 65, Metal, Ore, 14.87256, 4.986467, 9.972935
10, 65, Metal, Metal, 0, 36.21366, 39.83503
10, 65, Metal, cash, -10.77494
10, 66, Metal, Food, 5.299998, 3.578373, 7.156747
10, 66, Metal, Ore, 14, 4.802752, 9.605505
10, 66, Metal, Metal, 0, 36.21366, 39.83503
10, 66, Metal, cash, 16.81059
10, 67, Metal, Food, 20, 2.970023, 5.940045
10, 67, Metal, Ore, 6.876152, 5.006224, 10.01245
10, 67, Metal, Metal, 0, 36.21366, 39.83503
10, 67, Metal, cash, -90.73737
10, 68, Metal, Food, 0, 3.736162, 7.472323
10, 68, Metal, Ore, 4.019399, 5.104694, 10.20939
10, 68, Metal, Metal, 0, 36.21366, 39.83503
10, 68, Metal, cash, 54.93016
10, 69, Metal, Food, 1.099998, 3.605802, 7.211605
10, 69, Metal, Ore, 7.485088, 5.051931, 10.10386
10, 69, Metal, Metal, 0, 36.21366, 39.83503
10, 69, Metal, cash, 74.28096
10, 70, Metal, Food, 11.6, 3.467931, 6.935862
10, 70, Metal, Ore, 4.94902, 5.062369, 10.12474
10, 70, Metal, Metal, 0, 36.21366, 39.83503
10, 70, Metal, cash, 40.84533
10, 71, Metal, Food, 0, 3.736162, 7.472323
10, 71, Metal, Ore, 16.55308, 4.986478, 9.972957
10, 71, Metal, Metal, 0, 36.21366, 39.83503
10, 71, Metal, cash, -12.9543
10, 72, Metal, Food, 17.9, 3.238573, 6.477145
10, 72, Metal, Ore, 12, 4.996924, 9.993848
10, 72, Metal, Metal, 0, 35.4199, 38.96189
10, 72, Metal, cash, -105.7633
10, 73, Metal, Food, 13.48629, 3.550237, 7.100475
10, 73, Metal, Ore, 0, 5.252188, 10.50438
10, 73, Metal, Metal, 0, 36.21366, 39.83503
10, 73, Metal, cash, -0.7057698
10, 74, Metal, Food, 0, 3.614966, 7.229932
10, 74, Metal, Ore, 11.88186, 4.952513, 9.905025
10, 74, Metal, Metal, 0, 36.21366, 39.83503
10, 74, Metal, cash, -4.698878
10, 75, Metal, Food, 20, 3.007624, 6.015248
10, 75, Metal, Ore, 12.1, 5.006381, 10.01276
10, 75, Metal, Metal, 0, 36.21366, 39.83503
10, 75, Metal, cash, -105.2344
10, 76, Metal, Food, 0, 3.736162, 7.472323
10, 76, Metal, Ore, 15.13578, 4.940568, 9.881137
10, 76, Metal, Metal, 0, 36.21366, 39.83503
10, 76, Metal, cash, 13.13697
10, 103, Metal, Food, 10, 6.333548, 12.6671
10, 103, Metal, Ore, 10, 8.101163, 16.20233
10, 103, Metal, Metal, 0, 39.15874, 43.07461
10, 103, Metal, cash, -47.70134
10, 78, Metal, Food, 1.099998, 3.586166, 7.172332
10, 78, Metal, Ore, 4, 5.035865, 10.07173
10, 78, Metal, Metal, 0, 36.21366, 39.83503
10, 78, Metal, cash, 82.51611
10, 79, Metal, Food, 0, 3.736162, 7.472323
10, 79, Metal, Ore, 16.01574, 5.05492, 10.10984
10, 79, Metal, Metal, 0, 36.21366, 39.83503
10, 79, Metal, cash, -17.3005
10, 80, Tool, Food, 4.519357, 3.576423, 7.152846
10, 80, Tool, Metal, 0, 9.636018, 19.27204
10, 80, Tool, Tool, 0, 52.80235, 58.08258
10, 80, Tool, cash, 47.18573
10, 81, Tool, Food, 7.999998, 3.502683, 7.005366
10, 81, Tool, Metal, 8, 9.452782, 18.90556
10, 81, Tool, Tool, 0, 52.80235, 58.08258
10, 81, Tool, cash, -24.31202
10, 82, Tool, Food, 12.92078, 3.40989, 6.819781
10, 82, Tool, Metal, 0, 9.980724, 19.96145
10, 82, Tool, Tool, 0, 52.80235, 58.08258
10, 82, Tool, cash, 86.36453
10, 83, Tool, Food, 0, 3.653151, 7.306301
10, 83, Tool, Metal, 7.3209, 9.635228, 19.27046
10, 83, Tool, Tool, 0, 52.80235, 58.08258
10, 83, Tool, cash, 77.87733
10, 84, Tool, Food, 1.753466, 3.576423, 7.152846
10, 84, Tool, Metal, 0, 9.63707, 19.27414
10, 84, Tool, Tool, 0, 52.80235, 58.08258
10, 84, Tool, cash, 35.26174
10, 105, Metal, Food, 3, 7.577894, 15.15579
10, 105, Metal, Ore, 10, 12.11933, 24.23866
10, 105, Metal, Metal, 0, 36.21366, 40.25201
10, 105, Metal, cash, 26.38902
10, 86, Tool, Food, 20, 3.065209, 6.130418
10, 86, Tool, Metal, 0, 9.980724, 19.96145
10, 86, Tool, Tool, 0, 52.80235, 58.08258
10, 86, Tool, cash, -51.48103
10, 87, Tool, Food, 12.06343, 3.557475, 7.11495
10, 87, Tool, Metal, 18.05907, 9.667679, 19.33536
10, 87, Tool, Tool, 0, 52.80235, 58.08258
10, 87, Tool, cash, -482.8983
10, 88, Tool, Food, 15.82081, 3.455362, 6.910725
10, 88, Tool, Metal, 0, 9.980724, 19.96145
10, 88, Tool, Tool, 0, 52.80235, 58.08258
10, 88, Tool, cash, 1.692925
10, 89, Tool, Food, 12.8, 3.425245, 6.85049
10, 89, Tool, Metal, 0.4737329, 9.65694, 19.31388
10, 89, Tool, Tool, 0, 52.80235, 58.08258
10, 89, Tool, cash, 26.05288
10, 100, Metal, Food, 5.8, 4.403877, 8.807755
10, 100, Metal, Ore, 6, 6.02812, 12.05624
10, 100, Metal, Metal, 0, 36.21366, 39.83503
10, 100, Metal, cash, 34.5244
10, 91, Tool, Food, 12.8, 3.425245, 6.85049
10, 91, Tool, Metal, 6.924398, 9.574344, 19.14869
10, 91, Tool, Tool, 0, 52.80235, 58.08258
10, 91, Tool, cash, -9.521015
10, 92, Tool, Food, 0, 3.736162, 7.472323
10, 92, Tool, Metal, 1.291878, 9.980724, 19.96145
10, 92, Tool, Tool, 0, 52.80235, 58.08258
10, 92, Tool, cash, 17.35765
10, 93, Tool, Food, 7.999998, 3.507073, 7.014146
10, 93, Tool, Metal, 7, 9.513726, 19.02745
10, 93, Tool, Tool, 0, 52.80235, 58.08258
10, 93, Tool, cash, 25.86531
10, 94, Tool, Food, 9.556641, 3.582316, 7.164632
10, 94, Tool, Metal, 0, 9.980724, 19.96145
10, 94, Tool, Tool, 0, 52.80235, 58.08258
10, 94, Tool, cash, 55.9257
10, 104, Metal, Food, 10, 6.315745, 12.63149
10, 104, Metal, Ore, 10, 8.101163, 16.20233
10, 104, Metal, Metal, 0, 41.49514, 45.64465
10, 104, Metal, cash, -53.70101
10, 96, Tool, Food, 3.199999, 3.559572, 7.119144
10, 96, Tool, Metal, 11.075, 9.641747, 19.28349
10, 96, Tool, Tool, 0, 52.80235, 58.08258
10, 96, Tool, cash, -79.59429
10, 97, Tool, Food, 5.599998, 3.537124, 7.074248
10, 97, Tool, Metal, 4, 9.574815, 19.14963
10, 97, Tool, Tool, 0, 52.80235, 58.08258
10, 97, Tool, cash, 90.60023
10, 98, Tool, Food, 9.498214, 3.552755, 7.105511
10, 98, Tool, Metal, 0, 9.6397, 19.2794
10, 98, Tool, Tool, 0, 52.80235, 58.08258
10, 98, Tool, cash, -23.13429
10, 99, Tool, Food, 3.199999, 3.559572, 7.119144
10, 99, Tool, Metal, 14, 9.039424, 18.07885
10, 99, Tool, Tool, 0, 52.80235, 58.08258
10, 99, Tool, cash, -37.21017

11, 0, Food, Wood, 20, 1.275626, 2.551251
11, 0, Food, Food, 0, 10.64238, 11.70661
11, 0, Food, cash, 254.7997
11, 1, Food, Wood, 20, 1.118243, 2.236486
11, 1, Food, Food, 0, 10.05444, 11.05989
11, 1, Food, cash, 296.8735
11, 2, Food, Wood, 20, 1.260671, 2.521342
11, 2, Food, Food, 0, 10.90259, 11.99284
11, 2, Food, cash, 274.9671
11, 3, Food, Wood, 20, 1.34951, 2.699021
11, 3, Food, Food, 0, 11.06595, 12.17255
11, 3, Food, cash, 279.8573
11, 4, Food, Wood, 20, 1.34015, 2.6803
11, 4, Food, Food, 0, 10.3187, 11.35058
11, 4, Food, cash, 282.7909
11, 5, Food, Wood, 20, 1.290255, 2.580509
11, 5, Food, Food, 0, 10.45597, 11.50156
11, 5, Food, cash, 273.0257
11, 6, Food, Wood, 20, 1.521613, 3.043226
11, 6, Food, Food, 0, 11.40426, 12.54469
11, 6, Food, cash, 281.9043
11, 7, Food, Wood, 20, 1.287188, 2.574376
11, 7, Food, Food, 0, 11.02076, 12.12284
11, 7, Food, cash, 281.2619
11, 8, Food, Wood, 20, 1.194314, 2.388627
11, 8, Food, Food, 0, 10.49924, 11.54916
11, 8, Food, cash, 285.2618
11, 9, Food, Wood, 20, 1.252722, 2.505445
11, 9, Food, Food, 0, 10.36995, 11.40695
11, 9, Food, cash, 262.0449
11, 10, Food, Wood, 20, 1.253307, 2.506613
11, 10, Food, Food, 0, 10.59973, 11.6597
11, 10, Food, cash, 274.4984
11, 11, Food, Wood, 20, 1.311562, 2.623124
11, 11, Food, Food, 0, 10.86195, 11.94814
11, 11, Food, cash, 288.5901
11, 12, Food, Wood, 20, 1.124741, 2.249481
11, 12, Food, Food, 0, 10.65081, 11.71589
11, 12, Food, cash, 287.7733
11, 13, Food, Wood, 20, 1.343911, 2.687822
11, 13, Food, Food, 0, 10.39608, 11.43569
11, 13, Food, cash, 272.0069
11, 14, Food, Wood, 20, 1.422575, 2.845151
11, 14, Food, Food, 0, 10.29711, 11.32682
11, 14, Food, cash, 277.2486
11, 15, Food, Wood, 20, 1.521769, 3.043538
11, 15, Food, Food, 0, 10.78638, 11.86502
11, 15, Food, cash, 278.4991
11, 16, Food, Wood, 20, 1.552312, 3.104625
11, 16, Food, Food, 0, 10.43924, 11.48316
11, 16, Food, cash, 263.7546
11, 17, Food, Wood, 20, 1.456789, 2.913579
11, 17, Food, Food, 0, 11.2927, 12.42197
11, 17, Food, cash, 288.6016
11, 18, Food, Wood, 20, 1.413679, 2.827357
11, 18, Food, Food, 0, 10.32016, 11.35218
11, 18, Food, cash, 268.4116
11, 19, Food, Wood, 20, 1.190782, 2.381564
11, 19, Food, Food, 0, 10.5784, 11.63624
11, 19, Food, cash, 258.1654
11, 20, Wood, Food, 13.4, 4.036881, 8.073763
11, 20, Wood, Tool, 21.3, 10.989, 21.97799
11, 20, Wood, Wood, 9, 10.6428, 11.70708
11, 20, Wood, cash, -123.8724
11, 21, Wood, Food, 14.5, 3.98776, 7.97552
11, 21, Wood, Tool, 20.1, 15.45571, 30.91141
11, 21, Wood, Wood, 0, 10.59249, 11.65174
11, 21, Wood, cash, -7.220737
11, 22, Wood, Food, 20, 3.587423, 7.174845
11, 22, Wood, Tool, 20.3, 15.90091, 31.80182
11, 22, Wood, Wood, 0, 10.59249, 11.65174
11, 22, Wood, cash, -71.15047
11, 23, Wood, Food, 11.2, 4.094485, 8.18897
11, 23, Wood, Tool, 20.30764, 15.53187, 31.06374
11, 23, Wood, Wood, 6, 10.59249, 11.65174
11, 23, Wood, cash, -60.18591
11, 24, Wood, Food, 0, 4.265311, 8.530622
11, 24, Wood, Tool, 20.56099, 13.40932, 26.81865
11, 24, Wood, Wood, 0, 10.59249, 11.65174
11, 24, Wood, cash, -40.18035
11, 25, Wood, Food, 15.6, 3.921262, 7.842524
11, 25, Wood, Tool, 19.8, 15.53168, 31.06337
11, 25, Wood, Wood, 6, 10.59249, 11.65174
11, 25, Wood, cash, -54.61796
11, 26, Wood, Food, 1.171926, 4.265311, 8.530622
11, 26, Wood, Tool, 21.2, 11.91438, 23.82876
11, 26, Wood, Wood, 0, 10.59249, 11.65174
11, 26, Wood, cash, 0.4546386
11, 27, Wood, Food, 15.6, 3.972881, 7.945761
11, 27, Wood, Tool, 21.3, 13.30109, 26.60219
11, 27, Wood, Wood, 0, 10.57566, 11.63323
11, 27, Wood, cash, -47.69267
11, 28, Wood, Food, 14.5, 3.98776, 7.97552
11, 28, Wood, Tool, 20.2, 14.70376, 29.40753
11, 28, Wood, Wood, 4.966667, 10.59246, 11.65171
11, 28, Wood, cash, -63.15278
11, 29, Wood, Food, 12.3, 4.054183, 8.108366
11, 29, Wood, Tool, 22, 12.38284, 24.76569
11, 29, Wood, Wood, 3, 10.59249, 11.65174
11, 29, Wood, cash, -21.87815
11, 30, Wood, Food, 13.4, 4.010427, 8.020853
11, 30, Wood, Tool, 17.40086, 16.90863, 33.81726
11, 30, Wood, Wood, 3, 10.59249, 11.65174
11, 30, Wood, cash, -110.6485
11, 101, Metal, Food, 10, 4.814152, 9.628304
11, 101, Metal, Ore, 8, 6.505402, 13.0108
11, 101, Metal, Metal, 0, 37.01194, 40.71313
11, 101, Metal, cash, -23.4967
11, 32, Wood, Food, 13.4, 4.021209, 8.042418
11, 32, Wood, Tool, 7.603026, 16.99891, 33.99783
11, 32, Wood, Wood, 6, 10.59249, 11.65174
11, 32, Wood, cash, -61.78355
11, 106, Metal, Food, 10, 7.911402, 15.8228
11, 106, Metal, Ore, 3, 12.88479, 25.76957
11, 106, Metal, Metal, 0, 37.85785, 52.85955
11, 106, Metal, cash, 59.728
11, 34, Wood, Food, 20, 3.595648, 7.191297
11, 34, Wood, Tool, 22, 12.0387, 24.0774
11, 34, Wood, Wood, 0, 10.59249, 11.65174
11, 34, Wood, cash, -129.0198
11, 102, Metal, Food, 10, 6.321672, 12.64334
11, 102, Metal, Ore, 10, 8.155624, 16.31125
11, 102, Metal, Metal, 0, 40.09243, 44.10168
11, 102, Metal, cash, -64.06558
11, 36, Wood, Food, 18.9, 3.779703, 7.559406
11, 36, Wood, Tool, 21.1, 13.56991, 27.13981
11, 36, Wood, Wood, 3, 10.45441, 11.49986
11, 36, Wood, cash, -91.72659
11, 37, Wood, Food, 3.943768, 4.265311, 8.530622
11, 37, Wood, Tool, 15.5945, 17.06454, 34.12909
11, 37, Wood, Wood, 0, 10.59249, 11.65174
11, 37, Wood, cash, 110.4315
11, 38, Wood, Food, 13.4, 4.027488, 8.054976
11, 38, Wood, Tool, 21.1, 13.57268, 27.14536
11, 38, Wood, Wood, 6, 10.59359, 11.65295
11, 38, Wood, cash, -6.866737
11, 39, Wood, Food, 8.999996, 4.094121, 8.188243
11, 39, Wood, Tool, 20.4, 13.40342, 26.80684
11, 39, Wood, Wood, 3, 10.59249, 11.65174
11, 39, Wood, cash, -107.3658
11, 40, Ore, Food, 18.22914, 4.128041, 8.256083
11, 40, Ore, Ore, 0, 14.52976, 15.98273
11, 40, Ore, cash, -140.9492
11, 41, Ore, Food, 1.1, 4.078471, 8.156942
11, 41, Ore, Ore, 0, 14.52976, 15.98273
11, 41, Ore, cash, 125.1931
11, 42, Ore, Food, 15.8, 3.806496, 7.612992
11, 42, Ore, Ore, 0, 14.52976, 15.98273
11, 42, Ore, cash, -60.62724
11, 43, Ore, Food, 5.299998, 4.054183, 8.108366
11, 43, Ore, Ore, 0, 14.52976, 15.98273
11, 43, Ore, cash, 121.7992
11, 44, Ore, Food, 3.199998, 4.056088, 8.112176
11, 44, Ore, Ore, 0, 14.52976, 15.98273
11, 44, Ore, cash, 106.3471
11, 45, Ore, Food, 1.099998, 4.067421, 8.134842
11, 45, Ore, Ore, 0, 14.52976, 15.98273
11, 45, Ore, cash, 109.2812
11, 46, Ore, Food, 5.299998, 4.043492, 8.086985
11, 46, Ore, Ore, 0, 14.52976, 15.98273
11, 46, Ore, cash, 119.0167
11, 47, Ore, Food, 0, 4.265311, 8.530622
11, 47, Ore, Ore, 0, 14.52976, 15.98273
11, 47, Ore, cash, 21.22128
11, 48, Ore, Food, 5.299998, 4.038166, 8.076332
11, 48, Ore, Ore, 0, 14.52976, 15.98273
11, 48, Ore, cash, 80.77589
11, 49, Ore, Food, 0, 4.17239, 8.34478
11, 49, Ore, Ore, 0, 14.52976, 15.98273
11, 49, Ore, cash, 34.26681
11, 50, Ore, Food, 15.8, 3.806496, 7.612992
11, 50, Ore, Ore, 0, 14.52976, 15.98273
11, 50, Ore, cash, -23.27104
11, 51, Ore, Food, 0, 4.265311, 8.530622
11, 51, Ore, Ore, 0, 14.52976, 15.98273
11, 51, Ore, cash, 22.46968
11, 52, Ore, Food, 15.8, 3.760062, 7.520124
11, 52, Ore, Ore, 0, 14.52976, 15.98273
11, 52, Ore, cash, 31.62175
11, 53, Ore, Food, 0, 4.265311, 8.530622
11, 53, Ore, Ore, 0, 14.52976, 15.98273
11, 53, Ore, cash, 67.9362
11, 54, Ore, Food, 0, 4.265311, 8.530622
11, 54, Ore, Ore, 0, 14.52976, 15.98273
11, 54, Ore, cash, 21.01017
11, 55, Ore, Food, 13.7, 3.897148, 7.794296
11, 55, Ore, Ore, 0, 14.52976, 15.98273
11, 55, Ore, cash, -20.43543
11, 56, Ore, Food, 3.199998, 4.072464, 8.144929
11, 56, Ore, Ore, 0, 14.52976, 15.98273
11, 56, Ore, cash, 118.1848
11, 57, Ore, Food, 0, 4.179427, 8.358854
11, 57, Ore, Ore, 0, 14.52976, 15.98273
11, 57, Ore, cash, 41.87871
11, 58, Ore, Food, 0, 4.265311, 8.530622
11, 58, Ore, Ore, 0, 14.52976, 15.98273
11, 58, Ore, cash, 44.73325
11, 59, Ore, Food, 17.9, 3.734018, 7.468037
11, 59, Ore, Ore, 0, 14.38547, 15.82402
11, 59, Ore, cash, 9.736872
11, 60, Metal, Food, 1.099998, 4.078471, 8.156942
11, 60, Metal, Ore, 4, 5.855024, 11.71005
11, 60, Metal, Metal, 0, 37.85785, 41.64363
11, 60, Metal, cash, 69.64207
11, 61, Metal, Food, 17.9, 3.71709, 7.43418
11, 61, Metal, Ore, 9.387095, 5.908138, 11.81628
11, 61, Metal, Metal, 0, 37.61797, 41.37976
11, 61, Metal, cash, -138.5458
11, 62, Metal, Food, 2.282115, 4.132792, 8.265585
11, 62, Metal, Ore, 6.983635, 5.876482, 11.75296
11, 62, Metal, Metal, 0, 37.85785, 41.64363
11, 62, Metal, cash, 22.05923
11, 63, Metal, Food, 5.299998, 4.029025, 8.05805
11, 63, Metal, Ore, 2, 5.876482, 11.75296
11, 63, Metal, Metal, 0, 37.85785, 41.64363
11, 63, Metal, cash, 87.29411
11, 64, Metal, Food, 20, 3.554005, 7.108011
11, 64, Metal, Ore, 6, 5.839139, 11.67828
11, 64, Metal, Metal, 0, 37.85785, 41.64363
11, 64, Metal, cash, -75.34081
11, 65, Metal, Food, 0, 4.169701, 8.339401
11, 65, Metal, Ore, 14.87256, 5.839391, 11.67878
11, 65, Metal, Metal, 0, 37.85785, 41.64363
11, 65, Metal, cash, -10.77494
11, 66, Metal, Food, 3.199998, 4.094485, 8.18897
11, 66, Metal, Ore, 12, 5.690047, 11.38009
11, 66, Metal, Metal, 0, 37.85785, 41.64363
11, 66, Metal, cash, 45.63548
11, 67, Metal, Food, 17.9, 3.587129, 7.174258
11, 67, Metal, Ore, 4.876152, 5.855884, 11.71177
11, 67, Metal, Metal, 0, 37.74738, 41.52212
11, 67, Metal, cash, -61.90416
11, 68, Metal, Food, 0, 4.265311, 8.530622
11, 68, Metal, Ore, 4.019399, 5.954447, 11.90889
11, 68, Metal, Metal, 0, 37.85785, 41.64363
11, 68, Metal, cash, 54.93016
11, 69, Metal, Food, 0, 4.116874, 8.233747
11, 69, Metal, Ore, 6.48509, 5.893027, 11.78605
11, 69, Metal, Metal, 0, 37.85785, 41.64363
11, 69, Metal, cash, 88.94906
11, 70, Metal, Food, 9.499998, 3.997834, 7.995668
11, 70, Metal, Ore, 2.94902, 5.905662, 11.81132
11, 70, Metal, Metal, 0, 37.85785, 41.64363
11, 70, Metal, cash, 70.35977
11, 71, Metal, Food, 0, 4.265311, 8.530622
11, 71, Metal, Ore, 16.55308, 5.8394, 11.6788
11, 71, Metal, Metal, 0, 37.85785, 41.64363
11, 71, Metal, cash, -12.9543
11, 72, Metal, Food, 15.8, 3.806496, 7.612992
11, 72, Metal, Ore, 10, 5.848034, 11.69607
11, 72, Metal, Metal, 0, 37.85785, 41.64363
11, 72, Metal, cash, -76.35357
11, 73, Metal, Food, 13.38629, 4.061534, 8.123068
11, 73, Metal, Ore, 3, 5.978861, 11.95772
11, 73, Metal, Metal, 0, 37.85785, 41.64363
11, 73, Metal, cash, -40.00307
11, 74, Metal, Food, 0, 4.124353, 8.248707
11, 74, Metal, Ore, 11.88186, 5.811802, 11.6236
11, 74, Metal, Metal, 0, 37.85785, 41.64363
11, 74, Metal, cash, -4.698878
11, 75, Metal, Food, 17.9, 3.617684, 7.235369
11, 75, Metal, Ore, 10.1, 5.855718, 11.71144
11, 75, Metal, Metal, 0, 38.16279, 41.97907
11, 75, Metal, cash, -75.11368
11, 76, Metal, Food, 0, 4.265311, 8.530622
11, 76, Metal, Ore, 15.13578, 5.801989, 11.60398
11, 76, Metal, Metal, 0, 37.85785, 41.64363
11, 76, Metal, cash, 13.13697
11, 103, Metal, Food, 10, 6.321672, 12.64334
11, 103, Metal, Ore, 10, 8.098315, 16.19663
11, 103, Metal, Metal, 0, 39.7128, 43.68407
11, 103, Metal, cash, -66.46902
11, 78, Metal, Food, 0, 4.094121, 8.188243
11, 78, Metal, Ore, 3.000002, 5.881742, 11.76348
11, 78, Metal, Metal, 0, 37.85785, 41.64363
11, 78, Metal, cash, 97.17282
11, 79, Metal, Food, 0, 4.265311, 8.530622
11, 79, Metal, Ore, 16.01574, 5.895159, 11.79032
11, 79, Metal, Metal, 0, 37.85785, 41.64363
11, 79, Metal, cash, -17.3005
11, 80, Tool, Food, 4.419357, 4.082834, 8.165668
11, 80, Tool, Metal, 0, 11.59615, 23.1923
11, 80, Tool, Tool, 0, 65.10751, 71.61826
11, 80, Tool, cash, 47.18573
11, 81, Tool, Food, 5.599998, 4.021209, 8.042418
11, 81, Tool, Metal, 6, 11.44671, 22.89341
