round, agent, produces, commodity_stock, type, cs_amount, ,$
,$
1, 0, Food, Wood, stock, 6.263805,$
5, 55, Ore, Ore, minPriceBelief, 6.482756,$
5, 55, Ore, Ore, maxPriceBelief, 7.131032,$
5, 55, Ore, cash, stock, 18.25928,$
5, 56, Ore, Food, stock, 11.6,$
5, 56, Ore, Food, minPriceBelief, 1.746833,$
5, 56, Ore, Food, maxPriceBelief, 3.493667,$
5, 56, Ore, Ore, stock, 0,$
5, 56, Ore, Ore, minPriceBelief, 6.482756,$
5, 56, Ore, Ore, maxPriceBelief, 7.131032,$
5, 56, Ore, cash, stock, 28.71605,$
5, 57, Ore, Food, stock, 11.6,$
5, 57, Ore, Food, minPriceBelief, 1.72046,$
5, 57, Ore, Food, maxPriceBelief, 3.440919,$
5, 57, Ore, Ore, stock, 0,$
5, 57, Ore, Ore, minPriceBelief, 6.482756,$
5, 57, Ore, Ore, maxPriceBelief, 7.131032,$
5, 57, Ore, cash, stock, 22.12684,$
5, 58, Ore, Food, stock, 0,$
5, 58, Ore, Food, minPriceBelief, 1.801372,$
5, 58, Ore, Food, maxPriceBelief, 3.602745,$
5, 58, Ore, Ore, stock, 0,$
5, 58, Ore, Ore, minPriceBelief, 6.482756,$
5, 58, Ore, Ore, maxPriceBelief, 7.131032,$
5, 58, Ore, cash, stock, 11.81763,$
5, 59, Ore, Food, stock, 13.7,$
5, 59, Ore, Food, minPriceBelief, 1.659695,$
5, 59, Ore, Food, maxPriceBelief, 3.31939,$
5, 59, Ore, Ore, stock, 0,$
5, 59, Ore, Ore, minPriceBelief, 6.482756,$
5, 59, Ore, Ore, maxPriceBelief, 7.131032,$
5, 59, Ore, cash, stock, -11.8666,$
5, 60, Metal, Food, stock, 3.277023,$
5, 60, Metal, Food, minPriceBelief, 1.801372,$
5, 60, Metal, Food, maxPriceBelief, 3.602745,$
5, 60, Metal, Ore, stock, 3.677024,$
5, 60, Metal, Ore, minPriceBelief, 1.999601,$
5, 60, Metal, Ore, maxPriceBelief, 3.999202,$
5, 60, Metal, Metal, stock, 0,$
5, 60, Metal, Metal, minPriceBelief, 13.83289,$
5, 60, Metal, Metal, maxPriceBelief, 15.21618,$
5, 60, Metal, cash, stock, 29.70726,$
5, 61, Metal, Food, stock, 18.57713,$
5, 61, Metal, Food, minPriceBelief, 1.661626,$
5, 61, Metal, Food, maxPriceBelief, 3.323251,$
5, 61, Metal, Ore, stock, 0,$
5, 61, Metal, Ore, minPriceBelief, 1.999601,$
5, 61, Metal, Ore, maxPriceBelief, 3.999202,$
5, 61, Metal, Metal, stock, 0,$
5, 61, Metal, Metal, minPriceBelief, 13.83289,$
5, 61, Metal, Metal, maxPriceBelief, 15.21618,$
5, 61, Metal, cash, stock, -39.12559,$
5, 62, Metal, Food, stock, 11.6,$
5, 62, Metal, Food, minPriceBelief, 1.729177,$
5, 62, Metal, Food, maxPriceBelief, 3.458354,$
5, 62, Metal, Ore, stock, 16,$
5, 62, Metal, Ore, minPriceBelief, 1.77821,$
5, 62, Metal, Ore, maxPriceBelief, 3.556419,$
5, 62, Metal, Metal, stock, 0,$
5, 62, Metal, Metal, minPriceBelief, 13.83289,$
5, 62, Metal, Metal, maxPriceBelief, 15.21618,$
5, 62, Metal, cash, stock, -14.00938,$
5, 63, Metal, Food, stock, 5.227927,$
5, 63, Metal, Food, minPriceBelief, 1.746131,$
5, 63, Metal, Food, maxPriceBelief, 3.492261,$
5, 63, Metal, Ore, stock, 20,$
5, 63, Metal, Ore, minPriceBelief, 1.598945,$
5, 63, Metal, Ore, maxPriceBelief, 3.197889,$
5, 63, Metal, Metal, stock, 0,$
5, 63, Metal, Metal, minPriceBelief, 13.83289,$
5, 63, Metal, Metal, maxPriceBelief, 15.21618,$
5, 63, Metal, cash, stock, -43.89629,$
5, 64, Metal, Food, stock, 0,$
5, 64, Metal, Food, minPriceBelief, 1.801372,$
5, 64, Metal, Food, maxPriceBelief, 3.602745,$
5, 64, Metal, Ore, stock, 20,$
5, 64, Metal, Ore, minPriceBelief, 1.723929,$
5, 64, Metal, Ore, maxPriceBelief, 3.447858,$
5, 64, Metal, Metal, stock, 0,$
5, 64, Metal, Metal, minPriceBelief, 13.94817,$
5, 64, Metal, Metal, maxPriceBelief, 15.34298,$
5, 64, Metal, cash, stock, -71.26722,$
5, 65, Metal, Food, stock, 20,$
5, 65, Metal, Food, minPriceBelief, 1.50923,$
5, 65, Metal, Food, maxPriceBelief, 3.018461,$
5, 65, Metal, Ore, stock, 3.018925,$
5, 65, Metal, Ore, minPriceBelief, 1.999601,$
5, 65, Metal, Ore, maxPriceBelief, 3.999202,$
5, 65, Metal, Metal, stock, 0,$
5, 65, Metal, Metal, minPriceBelief, 13.83289,$
5, 65, Metal, Metal, maxPriceBelief, 15.21618,$
5, 65, Metal, cash, stock, -41.27406,$
5, 66, Metal, Food, stock, 13.7,$
5, 66, Metal, Food, minPriceBelief, 1.661626,$
5, 66, Metal, Food, maxPriceBelief, 3.323251,$
5, 66, Metal, Ore, stock, 20,$
5, 66, Metal, Ore, minPriceBelief, 1.612425,$
5, 66, Metal, Ore, maxPriceBelief, 3.224849,$
5, 66, Metal, Metal, stock, 0,$
5, 66, Metal, Metal, minPriceBelief, 13.83289,$
5, 66, Metal, Metal, maxPriceBelief, 15.21618,$
5, 66, Metal, cash, stock, -67.07201,$
5, 67, Metal, Food, stock, 15.8,$
5, 67, Metal, Food, minPriceBelief, 1.646094,$
5, 67, Metal, Food, maxPriceBelief, 3.292187,$
5, 67, Metal, Ore, stock, 16,$
5, 67, Metal, Ore, minPriceBelief, 1.77821,$
5, 67, Metal, Ore, maxPriceBelief, 3.556419,$
5, 67, Metal, Metal, stock, 0,$
5, 67, Metal, Metal, minPriceBelief, 13.83289,$
5, 67, Metal, Metal, maxPriceBelief, 15.21618,$
5, 67, Metal, cash, stock, -21.71336,$
5, 68, Metal, Food, stock, 11.6,$
5, 68, Metal, Food, minPriceBelief, 1.729177,$
5, 68, Metal, Food, maxPriceBelief, 3.458354,$
5, 68, Metal, Ore, stock, 7.992748,$
5, 68, Metal, Ore, minPriceBelief, 1.999601,$
5, 68, Metal, Ore, maxPriceBelief, 3.999202,$
5, 68, Metal, Metal, stock, 0,$
5, 68, Metal, Metal, minPriceBelief, 13.83289,$
5, 68, Metal, Metal, maxPriceBelief, 15.21618,$
5, 68, Metal, cash, stock, 23.68238,$
5, 69, Metal, Food, stock, 17.71873,$
5, 69, Metal, Food, minPriceBelief, 1.642489,$
5, 69, Metal, Food, maxPriceBelief, 3.284979,$
5, 69, Metal, Ore, stock, 0,$
5, 69, Metal, Ore, minPriceBelief, 1.999601,$
5, 69, Metal, Ore, maxPriceBelief, 3.999202,$
5, 69, Metal, Metal, stock, 0,$
5, 69, Metal, Metal, minPriceBelief, 13.83289,$
5, 69, Metal, Metal, maxPriceBelief, 15.21618,$
5, 69, Metal, cash, stock, -31.65157,$
5, 70, Metal, Food, stock, 2.291945,$
5, 70, Metal, Food, minPriceBelief, 1.801372,$
5, 70, Metal, Food, maxPriceBelief, 3.602745,$
5, 70, Metal, Ore, stock, 20,$
5, 70, Metal, Ore, minPriceBelief, 1.598945,$
5, 70, Metal, Ore, maxPriceBelief, 3.197889,$
5, 70, Metal, Metal, stock, 0,$
5, 70, Metal, Metal, minPriceBelief, 13.83289,$
5, 70, Metal, Metal, maxPriceBelief, 15.21618,$
5, 70, Metal, cash, stock, -23.12521,$
5, 71, Metal, Food, stock, 20,$
5, 71, Metal, Food, minPriceBelief, 1.507816,$
5, 71, Metal, Food, maxPriceBelief, 3.015631,$
5, 71, Metal, Ore, stock, 12,$
5, 71, Metal, Ore, minPriceBelief, 1.911318,$
5, 71, Metal, Ore, maxPriceBelief, 3.822636,$
5, 71, Metal, Metal, stock, 0,$
5, 71, Metal, Metal, minPriceBelief, 13.83289,$
5, 71, Metal, Metal, maxPriceBelief, 15.21618,$
5, 71, Metal, cash, stock, -40.2944,$
5, 72, Metal, Food, stock, 0.6568847,$
5, 72, Metal, Food, minPriceBelief, 1.801372,$
5, 72, Metal, Food, maxPriceBelief, 3.602745,$
5, 72, Metal, Ore, stock, 16,$
5, 72, Metal, Ore, minPriceBelief, 1.772884,$
5, 72, Metal, Ore, maxPriceBelief, 3.545769,$
5, 72, Metal, Metal, stock, 0,$
5, 72, Metal, Metal, minPriceBelief, 13.83289,$
5, 72, Metal, Metal, maxPriceBelief, 15.21618,$
5, 72, Metal, cash, stock, -17.17211,$
5, 73, Metal, Food, stock, 20,$
5, 73, Metal, Food, minPriceBelief, 1.512066,$
5, 73, Metal, Food, maxPriceBelief, 3.024131,$
5, 73, Metal, Ore, stock, 14,$
5, 73, Metal, Ore, minPriceBelief, 1.863735,$
5, 73, Metal, Ore, maxPriceBelief, 3.72747,$
5, 73, Metal, Metal, stock, 0,$
5, 73, Metal, Metal, minPriceBelief, 13.83289,$
5, 73, Metal, Metal, maxPriceBelief, 15.21618,$
5, 73, Metal, cash, stock, -32.13173,$
5, 74, Metal, Food, stock, 0,$
5, 74, Metal, Food, minPriceBelief, 1.801372,$
5, 74, Metal, Food, maxPriceBelief, 3.602745,$
5, 74, Metal, Ore, stock, 20,$
5, 74, Metal, Ore, minPriceBelief, 1.535767,$
5, 74, Metal, Ore, maxPriceBelief, 3.071533,$
5, 74, Metal, Metal, stock, 0,$
5, 74, Metal, Metal, minPriceBelief, 13.83289,$
5, 74, Metal, Metal, maxPriceBelief, 15.21618,$
5, 74, Metal, cash, stock, -34.94855,$
5, 75, Metal, Food, stock, 5.728827,$
5, 75, Metal, Food, minPriceBelief, 1.801372,$
5, 75, Metal, Food, maxPriceBelief, 3.602745,$
5, 75, Metal, Ore, stock, 18,$
5, 75, Metal, Ore, minPriceBelief, 1.724114,$
5, 75, Metal, Ore, maxPriceBelief, 3.448228,$
5, 75, Metal, Metal, stock, 0,$
5, 75, Metal, Metal, minPriceBelief, 13.95486,$
5, 75, Metal, Metal, maxPriceBelief, 15.35035,$
5, 75, Metal, cash, stock, -19.10067,$
5, 76, Metal, Food, stock, 13.7,$
5, 76, Metal, Food, minPriceBelief, 1.665497,$
5, 76, Metal, Food, maxPriceBelief, 3.330995,$
5, 76, Metal, Ore, stock, 14,$
5, 76, Metal, Ore, minPriceBelief, 1.856634,$
5, 76, Metal, Ore, maxPriceBelief, 3.713269,$
5, 76, Metal, Metal, stock, 0,$
5, 76, Metal, Metal, minPriceBelief, 13.83289,$
5, 76, Metal, Metal, maxPriceBelief, 15.21618,$
5, 76, Metal, cash, stock, -25.22412,$
5, 77, Metal, Food, stock, 9.38681,$
5, 77, Metal, Food, minPriceBelief, 1.801372,$
5, 77, Metal, Food, maxPriceBelief, 3.602745,$
5, 77, Metal, Ore, stock, 14,$
5, 77, Metal, Ore, minPriceBelief, 1.863735,$
5, 77, Metal, Ore, maxPriceBelief, 3.72747,$
5, 77, Metal, Metal, stock, 0,$
5, 77, Metal, Metal, minPriceBelief, 13.83289,$
5, 77, Metal, Metal, maxPriceBelief, 15.21618,$
5, 77, Metal, cash, stock, 19.29825,$
5, 78, Metal, Food, stock, 8.897514,$
5, 78, Metal, Food, minPriceBelief, 1.801372,$
5, 78, Metal, Food, maxPriceBelief, 3.602745,$
5, 78, Metal, Ore, stock, 12.82454,$
5, 78, Metal, Ore, minPriceBelief, 1.916955,$
5, 78, Metal, Ore, maxPriceBelief, 3.833911,$
5, 78, Metal, Metal, stock, 0,$
5, 78, Metal, Metal, minPriceBelief, 13.83289,$
5, 78, Metal, Metal, maxPriceBelief, 15.21618,$
5, 78, Metal, cash, stock, 20.83574,$
5, 79, Metal, Food, stock, 3.188305,$
5, 79, Metal, Food, minPriceBelief, 1.801372,$
5, 79, Metal, Food, maxPriceBelief, 3.602745,$
5, 79, Metal, Ore, stock, 20,$
5, 79, Metal, Ore, minPriceBelief, 1.623327,$
5, 79, Metal, Ore, maxPriceBelief, 3.246655,$
5, 79, Metal, Metal, stock, 0,$
5, 79, Metal, Metal, minPriceBelief, 13.83289,$
5, 79, Metal, Metal, maxPriceBelief, 15.21618,$
5, 79, Metal, cash, stock, -33.63767,$
5, 80, Tool, Food, stock, 5.196999,$
5, 80, Tool, Food, minPriceBelief, 1.801372,$
5, 80, Tool, Food, maxPriceBelief, 3.602745,$
5, 80, Tool, Metal, stock, 16,$
5, 80, Tool, Metal, minPriceBelief, 2.900421,$
5, 80, Tool, Metal, maxPriceBelief, 5.800841,$
5, 80, Tool, Tool, stock, 0,$
5, 80, Tool, Tool, minPriceBelief, 21.60542,$
5, 80, Tool, Tool, maxPriceBelief, 23.76596,$
5, 80, Tool, cash, stock, -13.7983,$
5, 81, Tool, Food, stock, 0,$
5, 81, Tool, Food, minPriceBelief, 1.801372,$
5, 81, Tool, Food, maxPriceBelief, 3.602745,$
5, 81, Tool, Metal, stock, 1.0745,$
5, 81, Tool, Metal, minPriceBelief, 3.333989,$
5, 81, Tool, Metal, maxPriceBelief, 6.667977,$
5, 81, Tool, Tool, stock, 0,$
5, 81, Tool, Tool, minPriceBelief, 21.60542,$
5, 81, Tool, Tool, maxPriceBelief, 23.76596,$
5, 81, Tool, cash, stock, 13.57096,$
5, 82, Tool, Food, stock, 0,$
5, 82, Tool, Food, minPriceBelief, 1.801372,$
5, 82, Tool, Food, maxPriceBelief, 3.602745,$
5, 82, Tool, Metal, stock, 13.24907,$
5, 82, Tool, Metal, minPriceBelief, 3.220536,$
5, 82, Tool, Metal, maxPriceBelief, 6.441072,$
5, 82, Tool, Tool, stock, 0,$
5, 82, Tool, Tool, minPriceBelief, 21.60542,$
5, 82, Tool, Tool, maxPriceBelief, 23.76596,$
5, 82, Tool, cash, stock, 12.70852,$
5, 83, Tool, Food, stock, 0,$
5, 83, Tool, Food, minPriceBelief, 1.801372,$
5, 83, Tool, Food, maxPriceBelief, 3.602745,$
5, 83, Tool, Metal, stock, 1.716169,$
5, 83, Tool, Metal, minPriceBelief, 3.333989,$
5, 83, Tool, Metal, maxPriceBelief, 6.667977,$
5, 83, Tool, Tool, stock, 0,$
5, 83, Tool, Tool, minPriceBelief, 21.60542,$
5, 83, Tool, Tool, maxPriceBelief, 23.76596,$
5, 83, Tool, cash, stock, 31.09925,$
5, 84, Tool, Food, stock, 0,$
5, 84, Tool, Food, minPriceBelief, 1.801372,$
5, 84, Tool, Food, maxPriceBelief, 3.602745,$
5, 84, Tool, Metal, stock, 18.31676,$
5, 84, Tool, Metal, minPriceBelief, 3.233951,$
5, 84, Tool, Metal, maxPriceBelief, 6.467901,$
5, 84, Tool, Tool, stock, 0,$
5, 84, Tool, Tool, minPriceBelief, 21.60542,$
5, 84, Tool, Tool, maxPriceBelief, 23.76596,$
5, 84, Tool, cash, stock, -141.6847,$
5, 85, Tool, Food, stock, 10.4,$
5, 85, Tool, Food, minPriceBelief, 1.72046,$
5, 85, Tool, Food, maxPriceBelief, 3.440919,$
5, 85, Tool, Metal, stock, 14,$
5, 85, Tool, Metal, minPriceBelief, 3.060113,$
5, 85, Tool, Metal, maxPriceBelief, 6.120226,$
5, 85, Tool, Tool, stock, 0,$
5, 85, Tool, Tool, minPriceBelief, 21.60542,$
5, 85, Tool, Tool, maxPriceBelief, 23.76596,$
5, 85, Tool, cash, stock, -18.13751,$
5, 86, Tool, Food, stock, 3.927119,$
5, 86, Tool, Food, minPriceBelief, 1.801372,$
5, 86, Tool, Food, maxPriceBelief, 3.602745,$
5, 86, Tool, Metal, stock, 14,$
5, 86, Tool, Metal, minPriceBelief, 3.06023,$
5, 86, Tool, Metal, maxPriceBelief, 6.120459,$
5, 86, Tool, Tool, stock, 0,$
5, 86, Tool, Tool, minPriceBelief, 21.60542,$
5, 86, Tool, Tool, maxPriceBelief, 23.76596,$
5, 86, Tool, cash, stock, 5.248236,$
5, 87, Tool, Food, stock, 12.8,$
5, 87, Tool, Food, minPriceBelief, 1.673285,$
5, 87, Tool, Food, maxPriceBelief, 3.34657,$
5, 87, Tool, Metal, stock, 6.457756,$
5, 87, Tool, Metal, minPriceBelief, 3.333989,$
5, 87, Tool, Metal, maxPriceBelief, 6.667977,$
5, 87, Tool, Tool, stock, 0,$
5, 87, Tool, Tool, minPriceBelief, 21.60542,$
5, 87, Tool, Tool, maxPriceBelief, 23.76596,$
5, 87, Tool, cash, stock, 18.47449,$
5, 88, Tool, Food, stock, 15.51031,$
5, 88, Tool, Food, minPriceBelief, 1.716128,$
5, 88, Tool, Food, maxPriceBelief, 3.432257,$
5, 88, Tool, Metal, stock, 0,$
5, 88, Tool, Metal, minPriceBelief, 3.333989,$
5, 88, Tool, Metal, maxPriceBelief, 6.667977,$
5, 88, Tool, Tool, stock, 0,$
5, 88, Tool, Tool, minPriceBelief, 21.60542,$
5, 88, Tool, Tool, maxPriceBelief, 23.76596,$
5, 88, Tool, cash, stock, -15.92996,$
5, 89, Tool, Food, stock, 1.192093E-07,$
5, 89, Tool, Food, minPriceBelief, 1.801372,$
5, 89, Tool, Food, maxPriceBelief, 3.602745,$
5, 89, Tool, Metal, stock, 1.828083,$
5, 89, Tool, Metal, minPriceBelief, 3.333989,$
5, 89, Tool, Metal, maxPriceBelief, 6.667977,$
5, 89, Tool, Tool, stock, 0,$
5, 89, Tool, Tool, minPriceBelief, 21.60542,$
5, 89, Tool, Tool, maxPriceBelief, 23.76596,$
5, 89, Tool, cash, stock, 36.59956,$
5, 90, Tool, Food, stock, 16.8954,$
5, 90, Tool, Food, minPriceBelief, 1.642489,$
5, 90, Tool, Food, maxPriceBelief, 3.284979,$
5, 90, Tool, Metal, stock, 0,$
5, 90, Tool, Metal, minPriceBelief, 3.333989,$
5, 90, Tool, Metal, maxPriceBelief, 6.667977,$
5, 90, Tool, Tool, stock, 0,$
5, 90, Tool, Tool, minPriceBelief, 21.60542,$
5, 90, Tool, Tool, maxPriceBelief, 23.76596,$
5, 90, Tool, cash, stock, -24.07184,$
5, 91, Tool, Food, stock, 0,$
5, 91, Tool, Food, minPriceBelief, 1.801372,$
5, 91, Tool, Food, maxPriceBelief, 3.602745,$
5, 91, Tool, Metal, stock, 19.63896,$
5, 91, Tool, Metal, minPriceBelief, 3.235174,$
5, 91, Tool, Metal, maxPriceBelief, 6.470348,$
5, 91, Tool, Tool, stock, 0,$
5, 91, Tool, Tool, minPriceBelief, 21.60542,$
5, 91, Tool, Tool, maxPriceBelief, 23.76596,$
5, 91, Tool, cash, stock, -114.5739,$
5, 92, Tool, Food, stock, 18.33629,$
5, 92, Tool, Food, minPriceBelief, 1.568453,$
5, 92, Tool, Food, maxPriceBelief, 3.136906,$
5, 92, Tool, Metal, stock, 0,$
5, 92, Tool, Metal, minPriceBelief, 3.333989,$
5, 92, Tool, Metal, maxPriceBelief, 6.667977,$
5, 92, Tool, Tool, stock, 0,$
5, 92, Tool, Tool, minPriceBelief, 21.56155,$
5, 92, Tool, Tool, maxPriceBelief, 23.7177,$
5, 92, Tool, cash, stock, -41.74638,$
5, 93, Tool, Food, stock, 0,$
5, 93, Tool, Food, minPriceBelief, 1.801372,$
5, 93, Tool, Food, maxPriceBelief, 3.602745,$
5, 93, Tool, Metal, stock, 2.793787,$
5, 93, Tool, Metal, minPriceBelief, 3.260738,$
5, 93, Tool, Metal, maxPriceBelief, 6.521476,$
5, 93, Tool, Tool, stock, 0,$
5, 93, Tool, Tool, minPriceBelief, 21.60542,$
5, 93, Tool, Tool, maxPriceBelief, 23.76596,$
5, 93, Tool, cash, stock, 18.21945,$
5, 94, Tool, Food, stock, 10.4,$
5, 94, Tool, Food, minPriceBelief, 1.746833,$
5, 94, Tool, Food, maxPriceBelief, 3.493667,$
5, 94, Tool, Metal, stock, 12,$
5, 94, Tool, Metal, minPriceBelief, 3.226313,$
5, 94, Tool, Metal, maxPriceBelief, 6.452625,$
5, 94, Tool, Tool, stock, 0,$
5, 94, Tool, Tool, minPriceBelief, 21.60542,$
5, 94, Tool, Tool, maxPriceBelief, 23.76596,$
5, 94, Tool, cash, stock, 28.6908,$
5, 95, Tool, Food, stock, 0,$
5, 95, Tool, Food, minPriceBelief, 1.801372,$
5, 95, Tool, Food, maxPriceBelief, 3.602745,$
5, 95, Tool, Metal, stock, 6.512247,$
5, 95, Tool, Metal, minPriceBelief, 3.232581,$
5, 95, Tool, Metal, maxPriceBelief, 6.465162,$
5, 95, Tool, Tool, stock, 0,$
5, 95, Tool, Tool, minPriceBelief, 21.60542,$
5, 95, Tool, Tool, maxPriceBelief, 23.76596,$
5, 95, Tool, cash, stock, 2.73823,$
5, 96, Tool, Food, stock, 17.6,$
5, 96, Tool, Food, minPriceBelief, 1.568453,$
5, 96, Tool, Food, maxPriceBelief, 3.136906,$
5, 96, Tool, Metal, stock, 9.291153,$
5, 96, Tool, Metal, minPriceBelief, 3.236883,$
5, 96, Tool, Metal, maxPriceBelief, 6.473766,$
5, 96, Tool, Tool, stock, 0,$
5, 96, Tool, Tool, minPriceBelief, 21.68623,$
5, 96, Tool, Tool, maxPriceBelief, 23.85485,$
5, 96, Tool, cash, stock, -110.3374,$
5, 97, Tool, Food, stock, 1.429018,$
5, 97, Tool, Food, minPriceBelief, 1.801372,$
5, 97, Tool, Food, maxPriceBelief, 3.602745,$
5, 97, Tool, Metal, stock, 3.32902,$
5, 97, Tool, Metal, minPriceBelief, 3.333989,$
5, 97, Tool, Metal, maxPriceBelief, 6.667977,$
5, 97, Tool, Tool, stock, 0,$
5, 97, Tool, Tool, minPriceBelief, 21.60542,$
5, 97, Tool, Tool, maxPriceBelief, 23.76596,$
5, 97, Tool, cash, stock, 38.86626,$
5, 98, Tool, Food, stock, 10.4,$
5, 98, Tool, Food, minPriceBelief, 1.729177,$
5, 98, Tool, Food, maxPriceBelief, 3.458354,$
5, 98, Tool, Metal, stock, 6.584671,$
5, 98, Tool, Metal, minPriceBelief, 3.333989,$
5, 98, Tool, Metal, maxPriceBelief, 6.667977,$
5, 98, Tool, Tool, stock, 0,$
5, 98, Tool, Tool, minPriceBelief, 21.60542,$
5, 98, Tool, Tool, maxPriceBelief, 23.76596,$
5, 98, Tool, cash, stock, 29.43715,$
5, 99, Tool, Food, stock, 3.158546,$
5, 99, Tool, Food, minPriceBelief, 1.801372,$
5, 99, Tool, Food, maxPriceBelief, 3.602745,$
5, 99, Tool, Metal, stock, 5.058547,$
5, 99, Tool, Metal, minPriceBelief, 3.333989,$
5, 99, Tool, Metal, maxPriceBelief, 6.667977,$
5, 99, Tool, Tool, stock, 0,$
5, 99, Tool, Tool, minPriceBelief, 21.60542,$
5, 99, Tool, Tool, maxPriceBelief, 23.76596,$
5, 99, Tool, cash, stock, 38.74038,$
,$
6, 0, Food, Wood, stock, 20,$
6, 0, Food, Wood, minPriceBelief, 1.431505,$
6, 0, Food, Wood, maxPriceBelief, 2.863009,$
6, 0, Food, Food, stock, 0,$
6, 0, Food, Food, minPriceBelief, 5.925668,$
6, 0, Food, Food, maxPriceBelief, 6.518235,$
6, 0, Food, cash, stock, 138.573,$
6, 1, Food, Wood, stock, 20,$
6, 1, Food, Wood, minPriceBelief, 1.165565,$
6, 1, Food, Wood, maxPriceBelief, 2.331131,$
6, 1, Food, Food, stock, 0,$
6, 1, Food, Food, minPriceBelief, 5.88559,$
6, 1, Food, Food, maxPriceBelief, 6.474149,$
6, 1, Food, cash, stock, 148.7053,$
6, 2, Food, Wood, stock, 18,$
6, 2, Food, Wood, minPriceBelief, 1.533206,$
6, 2, Food, Wood, maxPriceBelief, 3.066412,$
6, 2, Food, Food, stock, 0,$
6, 2, Food, Food, minPriceBelief, 5.973496,$
6, 2, Food, Food, maxPriceBelief, 6.570846,$
6, 2, Food, cash, stock, 112.2154,$
6, 3, Food, Wood, stock, 20,$
6, 3, Food, Wood, minPriceBelief, 1.169283,$
6, 3, Food, Wood, maxPriceBelief, 2.338566,$
6, 3, Food, Food, stock, 0,$
6, 3, Food, Food, minPriceBelief, 5.975518,$
6, 3, Food, Food, maxPriceBelief, 6.57307,$
6, 3, Food, cash, stock, 153.3627,$
6, 4, Food, Wood, stock, 14,$
6, 4, Food, Wood, minPriceBelief, 1.603691,$
6, 4, Food, Wood, maxPriceBelief, 3.207381,$
6, 4, Food, Food, stock, 0,$
6, 4, Food, Food, minPriceBelief, 5.925668,$
6, 4, Food, Food, maxPriceBelief, 6.518235,$
6, 4, Food, cash, stock, 146.1152,$
6, 5, Food, Wood, stock, 20,$
6, 5, Food, Wood, minPriceBelief, 1.385011,$
6, 5, Food, Wood, maxPriceBelief, 2.770022,$
6, 5, Food, Food, stock, 0,$
6, 5, Food, Food, minPriceBelief, 5.925668,$
6, 5, Food, Food, maxPriceBelief, 6.518235,$
6, 5, Food, cash, stock, 130.2203,$
6, 6, Food, Wood, stock, 20,$
6, 6, Food, Wood, minPriceBelief, 1.322611,$
6, 6, Food, Wood, maxPriceBelief, 2.645222,$
6, 6, Food, Food, stock, 0,$
6, 6, Food, Food, minPriceBelief, 5.925668,$
6, 6, Food, Food, maxPriceBelief, 6.518235,$
6, 6, Food, cash, stock, 144.2503,$
6, 7, Food, Wood, stock, 7.014093,$
6, 7, Food, Wood, minPriceBelief, 1.734695,$
6, 7, Food, Wood, maxPriceBelief, 3.46939,$
6, 7, Food, Food, stock, 0,$
6, 7, Food, Food, minPriceBelief, 5.925668,$
6, 7, Food, Food, maxPriceBelief, 6.518235,$
6, 7, Food, cash, stock, 196.7193,$
6, 8, Food, Wood, stock, 18,$
6, 8, Food, Wood, minPriceBelief, 1.452377,$
6, 8, Food, Wood, maxPriceBelief, 2.904755,$
6, 8, Food, Food, stock, 0,$
6, 8, Food, Food, minPriceBelief, 5.957011,$
6, 8, Food, Food, maxPriceBelief, 6.552712,$
6, 8, Food, cash, stock, 159.2927,$
6, 9, Food, Wood, stock, 16,$
6, 9, Food, Wood, minPriceBelief, 1.558235,$
6, 9, Food, Wood, maxPriceBelief, 3.116471,$
6, 9, Food, Food, stock, 0,$
6, 9, Food, Food, minPriceBelief, 5.925668,$
6, 9, Food, Food, maxPriceBelief, 6.518235,$
6, 9, Food, cash, stock, 155.0842,$
6, 10, Food, Wood, stock, 20,$
6, 10, Food, Wood, minPriceBelief, 1.380697,$
6, 10, Food, Wood, maxPriceBelief, 2.761395,$
6, 10, Food, Food, stock, 0,$
6, 10, Food, Food, minPriceBelief, 5.925668,$
6, 10, Food, Food, maxPriceBelief, 6.518235,$
6, 10, Food, cash, stock, 151.5696,$
6, 11, Food, Wood, stock, 16,$
6, 11, Food, Wood, minPriceBelief, 1.534774,$
6, 11, Food, Wood, maxPriceBelief, 3.069549,$
6, 11, Food, Food, stock, 0,$
6, 11, Food, Food, minPriceBelief, 5.925668,$
6, 11, Food, Food, maxPriceBelief, 6.518235,$
6, 11, Food, cash, stock, 172.9044,$
6, 12, Food, Wood, stock, 16,$
6, 12, Food, Wood, minPriceBelief, 1.568045,$
6, 12, Food, Wood, maxPriceBelief, 3.13609,$
6, 12, Food, Food, stock, 0,$
6, 12, Food, Food, minPriceBelief, 5.925668,$
6, 12, Food, Food, maxPriceBelief, 6.518235,$
6, 12, Food, cash, stock, 144.7362,$
6, 13, Food, Wood, stock, 18,$
6, 13, Food, Wood, minPriceBelief, 1.536006,$
6, 13, Food, Wood, maxPriceBelief, 3.072012,$
6, 13, Food, Food, stock, 0,$
6, 13, Food, Food, minPriceBelief, 6.029076,$
6, 13, Food, Food, maxPriceBelief, 6.631983,$
6, 13, Food, cash, stock, 161.2617,$
6, 14, Food, Wood, stock, 18.28762,$
6, 14, Food, Wood, minPriceBelief, 1.583623,$
6, 14, Food, Wood, maxPriceBelief, 3.167246,$
6, 14, Food, Food, stock, 0,$
6, 14, Food, Food, minPriceBelief, 5.925668,$
6, 14, Food, Food, maxPriceBelief, 6.518235,$
6, 14, Food, cash, stock, 159.8238,$
