round, agent, produces, commodity_stock, type, cs_amount
19, 35, Wood, Wood, stock, 0
19, 35, Wood, Wood, minPriceBelief, 4.154559
19, 35, Wood, Wood, maxPriceBelief, 4.570015
19, 35, Wood, cash, stock, -22.62095
19, 35, Wood, profit, stock, 4.769859
19, 36, Wood, Food, stock, 0
19, 36, Wood, Food, minPriceBelief, 5.304819
19, 36, Wood, Food, maxPriceBelief, 10.60964
19, 36, Wood, Tool, stock, 16.67157
19, 36, Wood, Tool, minPriceBelief, 14.09448
19, 36, Wood, Tool, maxPriceBelief, 28.18896
19, 36, Wood, Wood, stock, 0
19, 36, Wood, Wood, minPriceBelief, 2.25664
19, 36, Wood, Wood, maxPriceBelief, 2.482304
19, 36, Wood, cash, stock, -83.98672
19, 36, Wood, profit, stock, 0
19, 37, Wood, Food, stock, 0
19, 37, Wood, Food, minPriceBelief, 5.304819
19, 37, Wood, Food, maxPriceBelief, 10.60964
19, 37, Wood, Tool, stock, 8.724648
19, 37, Wood, Tool, minPriceBelief, 14.65976
19, 37, Wood, Tool, maxPriceBelief, 29.31951
19, 37, Wood, Wood, stock, 0
19, 37, Wood, Wood, minPriceBelief, 1.206801
19, 37, Wood, Wood, maxPriceBelief, 2.413603
19, 37, Wood, cash, stock, 17.0232
19, 37, Wood, profit, stock, 0
19, 38, Wood, Food, stock, 1.794156
19, 38, Wood, Food, minPriceBelief, 5.022165
19, 38, Wood, Food, maxPriceBelief, 10.04433
19, 38, Wood, Tool, stock, 17.69415
19, 38, Wood, Tool, minPriceBelief, 14.03615
19, 38, Wood, Tool, maxPriceBelief, 28.0723
19, 38, Wood, Wood, stock, 0
19, 38, Wood, Wood, minPriceBelief, 3.405854
19, 38, Wood, Wood, maxPriceBelief, 3.746439
19, 38, Wood, cash, stock, -20.04984
19, 38, Wood, profit, stock, 4.353882
19, 39, Wood, Food, stock, 0
19, 39, Wood, Food, minPriceBelief, 5.304819
19, 39, Wood, Food, maxPriceBelief, 10.60964
19, 39, Wood, Tool, stock, 17.30271
19, 39, Wood, Tool, minPriceBelief, 14.38399
19, 39, Wood, Tool, maxPriceBelief, 28.76798
19, 39, Wood, Wood, stock, 0
19, 39, Wood, Wood, minPriceBelief, 2.194346
19, 39, Wood, Wood, maxPriceBelief, 3.356912
19, 39, Wood, cash, stock, 26.53299
19, 39, Wood, profit, stock, 0
19, 40, Ore, Food, stock, 0
19, 40, Ore, Food, minPriceBelief, 5.027317
19, 40, Ore, Food, maxPriceBelief, 10.05463
19, 40, Ore, Ore, stock, 0
19, 40, Ore, Ore, minPriceBelief, 9.562495
19, 40, Ore, Ore, maxPriceBelief, 10.51875
19, 40, Ore, cash, stock, 6.22784
19, 40, Ore, profit, stock, 0
19, 41, Ore, Food, stock, 0
19, 41, Ore, Food, minPriceBelief, 5.304819
19, 41, Ore, Food, maxPriceBelief, 10.60964
19, 41, Ore, Ore, stock, 0
19, 41, Ore, Ore, minPriceBelief, 2
19, 41, Ore, Ore, maxPriceBelief, 2.2
19, 41, Ore, cash, stock, 10.342
19, 41, Ore, profit, stock, 0
19, 42, Ore, Food, stock, 0
19, 42, Ore, Food, minPriceBelief, 5.304819
19, 42, Ore, Food, maxPriceBelief, 10.60964
19, 42, Ore, Ore, stock, 0
19, 42, Ore, Ore, minPriceBelief, 2
19, 42, Ore, Ore, maxPriceBelief, 2.2
19, 42, Ore, cash, stock, 8.825729
19, 42, Ore, profit, stock, 0
19, 43, Ore, Food, stock, 0
19, 43, Ore, Food, minPriceBelief, 5.304819
19, 43, Ore, Food, maxPriceBelief, 10.60964
19, 43, Ore, Ore, stock, 0
19, 43, Ore, Ore, minPriceBelief, 2
19, 43, Ore, Ore, maxPriceBelief, 2.2
19, 43, Ore, cash, stock, 5.054934
19, 43, Ore, profit, stock, 0
19, 44, Ore, Food, stock, 0
19, 44, Ore, Food, minPriceBelief, 5.304819
19, 44, Ore, Food, maxPriceBelief, 10.60964
19, 44, Ore, Ore, stock, 0
19, 44, Ore, Ore, minPriceBelief, 2
19, 44, Ore, Ore, maxPriceBelief, 2.2
19, 44, Ore, cash, stock, 11.45135
19, 44, Ore, profit, stock, 0
19, 45, Ore, Food, stock, 0
19, 45, Ore, Food, minPriceBelief, 5.304819
19, 45, Ore, Food, maxPriceBelief, 10.60964
19, 45, Ore, Ore, stock, 0
19, 45, Ore, Ore, minPriceBelief, 2
19, 45, Ore, Ore, maxPriceBelief, 2.2
19, 45, Ore, cash, stock, 6.381097
19, 45, Ore, profit, stock, 0
19, 46, Ore, Food, stock, 0
19, 46, Ore, Food, minPriceBelief, 5.304819
19, 46, Ore, Food, maxPriceBelief, 10.60964
19, 46, Ore, Ore, stock, 0
19, 46, Ore, Ore, minPriceBelief, 2
19, 46, Ore, Ore, maxPriceBelief, 2.2
19, 46, Ore, cash, stock, 14.38429
19, 46, Ore, profit, stock, 0
19, 47, Ore, Food, stock, 0
19, 47, Ore, Food, minPriceBelief, 5.304819
19, 47, Ore, Food, maxPriceBelief, 10.60964
19, 47, Ore, Ore, stock, 0
19, 47, Ore, Ore, minPriceBelief, 2
19, 47, Ore, Ore, maxPriceBelief, 2.2
19, 47, Ore, cash, stock, 4.89039
19, 47, Ore, profit, stock, 0
19, 48, Ore, Food, stock, 0
19, 48, Ore, Food, minPriceBelief, 5.044685
19, 48, Ore, Food, maxPriceBelief, 10.08937
19, 48, Ore, Ore, stock, 0
19, 48, Ore, Ore, minPriceBelief, 10.1693
19, 48, Ore, Ore, maxPriceBelief, 11.18622
19, 48, Ore, cash, stock, 17.54596
19, 48, Ore, profit, stock, 0
19, 49, Ore, Food, stock, 0
19, 49, Ore, Food, minPriceBelief, 5.041944
19, 49, Ore, Food, maxPriceBelief, 10.08389
19, 49, Ore, Ore, stock, 0
19, 49, Ore, Ore, minPriceBelief, 5.927271
19, 49, Ore, Ore, maxPriceBelief, 6.519998
19, 49, Ore, cash, stock, 31.16327
19, 49, Ore, profit, stock, 0
19, 50, Ore, Food, stock, 0
19, 50, Ore, Food, minPriceBelief, 5.304819
19, 50, Ore, Food, maxPriceBelief, 10.60964
19, 50, Ore, Ore, stock, 0
19, 50, Ore, Ore, minPriceBelief, 2
19, 50, Ore, Ore, maxPriceBelief, 2.343213
19, 50, Ore, cash, stock, 20.34215
19, 50, Ore, profit, stock, 0
19, 51, Ore, Food, stock, 0
19, 51, Ore, Food, minPriceBelief, 5.304819
19, 51, Ore, Food, maxPriceBelief, 10.60964
19, 51, Ore, Ore, stock, 0
19, 51, Ore, Ore, minPriceBelief, 2
19, 51, Ore, Ore, maxPriceBelief, 2.343757
19, 51, Ore, cash, stock, 19.33747
19, 51, Ore, profit, stock, 0
19, 52, Ore, Food, stock, 0
19, 52, Ore, Food, minPriceBelief, 5.304819
19, 52, Ore, Food, maxPriceBelief, 10.60964
19, 52, Ore, Ore, stock, 0
19, 52, Ore, Ore, minPriceBelief, 2
19, 52, Ore, Ore, maxPriceBelief, 2.2
19, 52, Ore, cash, stock, 14.26849
19, 52, Ore, profit, stock, 0
19, 53, Ore, Food, stock, 0
19, 53, Ore, Food, minPriceBelief, 5.304819
19, 53, Ore, Food, maxPriceBelief, 10.60964
19, 53, Ore, Ore, stock, 0
19, 53, Ore, Ore, minPriceBelief, 2
19, 53, Ore, Ore, maxPriceBelief, 2.2
19, 53, Ore, cash, stock, 11.42135
19, 53, Ore, profit, stock, 0
19, 54, Ore, Food, stock, 0
19, 54, Ore, Food, minPriceBelief, 5.304819
19, 54, Ore, Food, maxPriceBelief, 10.60964
19, 54, Ore, Ore, stock, 0
19, 54, Ore, Ore, minPriceBelief, 2
19, 54, Ore, Ore, maxPriceBelief, 2.2
19, 54, Ore, cash, stock, 12.97936
19, 54, Ore, profit, stock, 0
19, 55, Ore, Food, stock, 0
19, 55, Ore, Food, minPriceBelief, 5.304819
19, 55, Ore, Food, maxPriceBelief, 10.60964
19, 55, Ore, Ore, stock, 0
19, 55, Ore, Ore, minPriceBelief, 2
19, 55, Ore, Ore, maxPriceBelief, 2.351544
19, 55, Ore, cash, stock, 18.6638
19, 55, Ore, profit, stock, 0
19, 56, Ore, Food, stock, 0
19, 56, Ore, Food, minPriceBelief, 5.022674
19, 56, Ore, Food, maxPriceBelief, 10.04535
19, 56, Ore, Ore, stock, 0
19, 56, Ore, Ore, minPriceBelief, 5.269016
19, 56, Ore, Ore, maxPriceBelief, 5.795918
19, 56, Ore, cash, stock, 10.45504
19, 56, Ore, profit, stock, 0
19, 57, Ore, Food, stock, 0
19, 57, Ore, Food, minPriceBelief, 5.304819
19, 57, Ore, Food, maxPriceBelief, 10.60964
19, 57, Ore, Ore, stock, 0
19, 57, Ore, Ore, minPriceBelief, 2
19, 57, Ore, Ore, maxPriceBelief, 2.2
19, 57, Ore, cash, stock, 11.85836
19, 57, Ore, profit, stock, 0
19, 58, Ore, Food, stock, 0
19, 58, Ore, Food, minPriceBelief, 5.304819
19, 58, Ore, Food, maxPriceBelief, 10.60964
19, 58, Ore, Ore, stock, 0
19, 58, Ore, Ore, minPriceBelief, 2
19, 58, Ore, Ore, maxPriceBelief, 2.593303
19, 58, Ore, cash, stock, 22.17325
19, 58, Ore, profit, stock, 0
19, 59, Ore, Food, stock, 0
19, 59, Ore, Food, minPriceBelief, 5.304819
19, 59, Ore, Food, maxPriceBelief, 10.60964
19, 59, Ore, Ore, stock, 0
19, 59, Ore, Ore, minPriceBelief, 2
19, 59, Ore, Ore, maxPriceBelief, 2.2
19, 59, Ore, cash, stock, 8.063409
19, 59, Ore, profit, stock, 0
19, 60, Metal, Food, stock, 1.593876
19, 60, Metal, Food, minPriceBelief, 5.01959
19, 60, Metal, Food, maxPriceBelief, 10.03918
19, 60, Metal, Ore, stock, 0
19, 60, Metal, Ore, minPriceBelief, 1.382047
19, 60, Metal, Ore, maxPriceBelief, 2.764094
19, 60, Metal, Metal, stock, 0
19, 60, Metal, Metal, minPriceBelief, 16.35207
19, 60, Metal, Metal, maxPriceBelief, 17.98728
19, 60, Metal, cash, stock, 35.4299
19, 60, Metal, profit, stock, 0
19, 61, Metal, Food, stock, 0
19, 61, Metal, Food, minPriceBelief, 5.304819
19, 61, Metal, Food, maxPriceBelief, 10.60964
19, 61, Metal, Ore, stock, 14.6
19, 61, Metal, Ore, minPriceBelief, 1.377269
19, 61, Metal, Ore, maxPriceBelief, 2.754538
19, 61, Metal, Metal, stock, 0
19, 61, Metal, Metal, minPriceBelief, 6.589291
19, 61, Metal, Metal, maxPriceBelief, 7.24822
19, 61, Metal, cash, stock, -8.208698
19, 61, Metal, profit, stock, 0
19, 62, Metal, Food, stock, 0
19, 62, Metal, Food, minPriceBelief, 5.304819
19, 62, Metal, Food, maxPriceBelief, 10.60964
19, 62, Metal, Ore, stock, 4.800001
19, 62, Metal, Ore, minPriceBelief, 1.391831
19, 62, Metal, Ore, maxPriceBelief, 2.783661
19, 62, Metal, Metal, stock, 0
19, 62, Metal, Metal, minPriceBelief, 5.02761
19, 62, Metal, Metal, maxPriceBelief, 5.530372
19, 62, Metal, cash, stock, 28.99321
19, 62, Metal, profit, stock, 0
19, 63, Metal, Food, stock, 0
19, 63, Metal, Food, minPriceBelief, 5.304819
19, 63, Metal, Food, maxPriceBelief, 10.60964
19, 63, Metal, Ore, stock, 10.79653
19, 63, Metal, Ore, minPriceBelief, 1.382789
19, 63, Metal, Ore, maxPriceBelief, 2.765579
19, 63, Metal, Metal, stock, 0
19, 63, Metal, Metal, minPriceBelief, 16.78936
19, 63, Metal, Metal, maxPriceBelief, 18.4683
19, 63, Metal, cash, stock, -18.83551
19, 63, Metal, profit, stock, 0
19, 64, Metal, Food, stock, 1.198977
19, 64, Metal, Food, minPriceBelief, 5.02948
19, 64, Metal, Food, maxPriceBelief, 10.05896
19, 64, Metal, Ore, stock, 0
19, 64, Metal, Ore, minPriceBelief, 1.381659
19, 64, Metal, Ore, maxPriceBelief, 2.763318
19, 64, Metal, Metal, stock, 0
19, 64, Metal, Metal, minPriceBelief, 24.19116
19, 64, Metal, Metal, maxPriceBelief, 26.61028
19, 64, Metal, cash, stock, 19.79234
19, 64, Metal, profit, stock, 0
19, 65, Metal, Food, stock, 0
19, 65, Metal, Food, minPriceBelief, 5.304819
19, 65, Metal, Food, maxPriceBelief, 10.60964
19, 65, Metal, Ore, stock, 8.800001
19, 65, Metal, Ore, minPriceBelief, 1.378453
19, 65, Metal, Ore, maxPriceBelief, 2.756907
19, 65, Metal, Metal, stock, 0
19, 65, Metal, Metal, minPriceBelief, 6.281734
19, 65, Metal, Metal, maxPriceBelief, 6.909907
19, 65, Metal, cash, stock, 19.2977
19, 65, Metal, profit, stock, 0
19, 66, Metal, Food, stock, 0
19, 66, Metal, Food, minPriceBelief, 5.304819
19, 66, Metal, Food, maxPriceBelief, 10.60964
19, 66, Metal, Ore, stock, 4.621661
19, 66, Metal, Ore, minPriceBelief, 1.391722
19, 66, Metal, Ore, maxPriceBelief, 2.783445
19, 66, Metal, Metal, stock, 0
19, 66, Metal, Metal, minPriceBelief, 16.16047
19, 66, Metal, Metal, maxPriceBelief, 17.77652
19, 66, Metal, cash, stock, -13.36661
19, 66, Metal, profit, stock, 0
19, 67, Metal, Food, stock, 0
19, 67, Metal, Food, minPriceBelief, 5.304819
19, 67, Metal, Food, maxPriceBelief, 10.60964
19, 67, Metal, Ore, stock, 2.900002
19, 67, Metal, Ore, minPriceBelief, 1.428463
19, 67, Metal, Ore, maxPriceBelief, 2.856925
19, 67, Metal, Metal, stock, 0
19, 67, Metal, Metal, minPriceBelief, 5.087634
19, 67, Metal, Metal, maxPriceBelief, 5.596397
19, 67, Metal, cash, stock, 36.00912
19, 67, Metal, profit, stock, 0
19, 68, Metal, Food, stock, 0
19, 68, Metal, Food, minPriceBelief, 5.304819
19, 68, Metal, Food, maxPriceBelief, 10.60964
19, 68, Metal, Ore, stock, 14.82684
19, 68, Metal, Ore, minPriceBelief, 1.381521
19, 68, Metal, Ore, maxPriceBelief, 2.763041
19, 68, Metal, Metal, stock, 0
19, 68, Metal, Metal, minPriceBelief, 10.64219
19, 68, Metal, Metal, maxPriceBelief, 11.70641
19, 68, Metal, cash, stock, -17.19773
19, 68, Metal, profit, stock, 0
19, 69, Metal, Food, stock, 0
19, 69, Metal, Food, minPriceBelief, 5.304819
19, 69, Metal, Food, maxPriceBelief, 10.60964
19, 69, Metal, Ore, stock, 15.4
19, 69, Metal, Ore, minPriceBelief, 1.378654
19, 69, Metal, Ore, maxPriceBelief, 2.757308
19, 69, Metal, Metal, stock, 0
19, 69, Metal, Metal, minPriceBelief, 6.14211
19, 69, Metal, Metal, maxPriceBelief, 6.756321
19, 69, Metal, cash, stock, -16.27997
19, 69, Metal, profit, stock, 0
19, 70, Metal, Food, stock, 0
19, 70, Metal, Food, minPriceBelief, 5.304819
19, 70, Metal, Food, maxPriceBelief, 10.60964
19, 70, Metal, Ore, stock, 0.8123518
19, 70, Metal, Ore, minPriceBelief, 1.488841
19, 70, Metal, Ore, maxPriceBelief, 2.977681
19, 70, Metal, Metal, stock, 0
19, 70, Metal, Metal, minPriceBelief, 19.01645
19, 70, Metal, Metal, maxPriceBelief, 20.9181
19, 70, Metal, cash, stock, 11.64186
19, 70, Metal, profit, stock, 0
19, 71, Metal, Food, stock, 5.265884
19, 71, Metal, Food, minPriceBelief, 5.036485
19, 71, Metal, Food, maxPriceBelief, 10.07297
19, 71, Metal, Ore, stock, 0
19, 71, Metal, Ore, minPriceBelief, 1.38664
19, 71, Metal, Ore, maxPriceBelief, 2.77328
19, 71, Metal, Metal, stock, 0
19, 71, Metal, Metal, minPriceBelief, 18.03743
19, 71, Metal, Metal, maxPriceBelief, 19.84117
19, 71, Metal, cash, stock, -0.5618643
19, 71, Metal, profit, stock, 0
19, 72, Metal, Food, stock, 0
19, 72, Metal, Food, minPriceBelief, 5.304819
19, 72, Metal, Food, maxPriceBelief, 10.60964
19, 72, Metal, Ore, stock, 0.6000005
19, 72, Metal, Ore, minPriceBelief, 1.586267
19, 72, Metal, Ore, maxPriceBelief, 3.172533
19, 72, Metal, Metal, stock, 0
19, 72, Metal, Metal, minPriceBelief, 4
19, 72, Metal, Metal, maxPriceBelief, 4.4
19, 72, Metal, cash, stock, 22.76419
19, 72, Metal, profit, stock, 0
19, 73, Metal, Food, stock, 0
19, 73, Metal, Food, minPriceBelief, 5.304819
19, 73, Metal, Food, maxPriceBelief, 10.60964
19, 73, Metal, Ore, stock, 1.352702
19, 73, Metal, Ore, minPriceBelief, 1.436281
19, 73, Metal, Ore, maxPriceBelief, 2.872563
19, 73, Metal, Metal, stock, 0
19, 73, Metal, Metal, minPriceBelief, 17.27122
19, 73, Metal, Metal, maxPriceBelief, 18.99834
19, 73, Metal, cash, stock, 2.991217
19, 73, Metal, profit, stock, 0
19, 74, Metal, Food, stock, 0
19, 74, Metal, Food, minPriceBelief, 5.304819
19, 74, Metal, Food, maxPriceBelief, 10.60964
19, 74, Metal, Ore, stock, 8.4
19, 74, Metal, Ore, minPriceBelief, 1.384385
19, 74, Metal, Ore, maxPriceBelief, 2.768769
19, 74, Metal, Metal, stock, 0
19, 74, Metal, Metal, minPriceBelief, 15.19407
19, 74, Metal, Metal, maxPriceBelief, 16.71348
19, 74, Metal, cash, stock, -15.43512
19, 74, Metal, profit, stock, 0
19, 75, Metal, Food, stock, 0
19, 75, Metal, Food, minPriceBelief, 5.304819
19, 75, Metal, Food, maxPriceBelief, 10.60964
19, 75, Metal, Ore, stock, 0.6000005
19, 75, Metal, Ore, minPriceBelief, 1.586267
19, 75, Metal, Ore, maxPriceBelief, 3.172533
19, 75, Metal, Metal, stock, 0
19, 75, Metal, Metal, minPriceBelief, 4
19, 75, Metal, Metal, maxPriceBelief, 4.4
19, 75, Metal, cash, stock, 20.96611
19, 75, Metal, profit, stock, 0
19, 76, Metal, Food, stock, 0
19, 76, Metal, Food, minPriceBelief, 5.045684
19, 76, Metal, Food, maxPriceBelief, 10.09137
19, 76, Metal, Ore, stock, 2.713987
19, 76, Metal, Ore, minPriceBelief, 1.379928
19, 76, Metal, Ore, maxPriceBelief, 2.759856
19, 76, Metal, Metal, stock, 0
19, 76, Metal, Metal, minPriceBelief, 19.10205
19, 76, Metal, Metal, maxPriceBelief, 21.01225
19, 76, Metal, cash, stock, 26.96938
19, 76, Metal, profit, stock, 8.317394
19, 77, Metal, Food, stock, 4.5
19, 77, Metal, Food, minPriceBelief, 5.120995
19, 77, Metal, Food, maxPriceBelief, 10.24199
19, 77, Metal, Ore, stock, 0.6000005
19, 77, Metal, Ore, minPriceBelief, 1.586267
19, 77, Metal, Ore, maxPriceBelief, 3.172533
19, 77, Metal, Metal, stock, 0
19, 77, Metal, Metal, minPriceBelief, 4
19, 77, Metal, Metal, maxPriceBelief, 4.4
19, 77, Metal, cash, stock, -26.79087
19, 77, Metal, profit, stock, -46.62724
19, 78, Metal, Food, stock, 0
19, 78, Metal, Food, minPriceBelief, 5.304819
19, 78, Metal, Food, maxPriceBelief, 10.60964
19, 78, Metal, Ore, stock, 3.800001
19, 78, Metal, Ore, minPriceBelief, 1.403933
19, 78, Metal, Ore, maxPriceBelief, 2.807867
19, 78, Metal, Metal, stock, 0
19, 78, Metal, Metal, minPriceBelief, 5.24615
19, 78, Metal, Metal, maxPriceBelief, 5.770766
19, 78, Metal, cash, stock, 32.54519
19, 78, Metal, profit, stock, 0
19, 79, Metal, Food, stock, 0
19, 79, Metal, Food, minPriceBelief, 5.304819
19, 79, Metal, Food, maxPriceBelief, 10.60964
19, 79, Metal, Ore, stock, 12.63471
19, 79, Metal, Ore, minPriceBelief, 1.38089
19, 79, Metal, Ore, maxPriceBelief, 2.761781
19, 79, Metal, Metal, stock, 0
19, 79, Metal, Metal, minPriceBelief, 18.07377
19, 79, Metal, Metal, maxPriceBelief, 19.88114
19, 79, Metal, cash, stock, -6.424023
19, 79, Metal, profit, stock, 0
19, 80, Tool, Food, stock, 0
19, 80, Tool, Food, minPriceBelief, 5.304819
19, 80, Tool, Food, maxPriceBelief, 10.60964
19, 80, Tool, Metal, stock, 8.839237
19, 80, Tool, Metal, minPriceBelief, 11.42994
19, 80, Tool, Metal, maxPriceBelief, 22.85987
19, 80, Tool, Tool, stock, 0
19, 80, Tool, Tool, minPriceBelief, 8.448668
19, 80, Tool, Tool, maxPriceBelief, 9.293534
19, 80, Tool, cash, stock, 18.67932
19, 80, Tool, profit, stock, 0
19, 81, Tool, Food, stock, 0
19, 81, Tool, Food, minPriceBelief, 5.057584
19, 81, Tool, Food, maxPriceBelief, 10.11517
19, 81, Tool, Metal, stock, 2.578999
19, 81, Tool, Metal, minPriceBelief, 11.58984
19, 81, Tool, Metal, maxPriceBelief, 23.17968
19, 81, Tool, Tool, stock, 0
19, 81, Tool, Tool, minPriceBelief, 37.23828
19, 81, Tool, Tool, maxPriceBelief, 40.96211
19, 81, Tool, cash, stock, 9.878868
19, 81, Tool, profit, stock, 0
19, 82, Tool, Food, stock, 6.635993
19, 82, Tool, Food, minPriceBelief, 5.033392
19, 82, Tool, Food, maxPriceBelief, 10.06678
19, 82, Tool, Metal, stock, 0
19, 82, Tool, Metal, minPriceBelief, 11.52538
19, 82, Tool, Metal, maxPriceBelief, 23.05077
19, 82, Tool, Tool, stock, 0
19, 82, Tool, Tool, minPriceBelief, 56.62448
19, 82, Tool, Tool, maxPriceBelief, 62.28693
19, 82, Tool, cash, stock, -23.41444
19, 82, Tool, profit, stock, 0
19, 83, Tool, Food, stock, 0
19, 83, Tool, Food, minPriceBelief, 5.304819
19, 83, Tool, Food, maxPriceBelief, 10.60964
19, 83, Tool, Metal, stock, 12.30085
19, 83, Tool, Metal, minPriceBelief, 11.42573
19, 83, Tool, Metal, maxPriceBelief, 22.85146
19, 83, Tool, Tool, stock, 0
19, 83, Tool, Tool, minPriceBelief, 43.89707
19, 83, Tool, Tool, maxPriceBelief, 48.28678
19, 83, Tool, cash, stock, -39.15086
19, 83, Tool, profit, stock, 0
19, 84, Tool, Food, stock, 2.702694
19, 84, Tool, Food, minPriceBelief, 5.054041
19, 84, Tool, Food, maxPriceBelief, 10.10808
19, 84, Tool, Metal, stock, 0
19, 84, Tool, Metal, minPriceBelief, 11.82488
19, 84, Tool, Metal, maxPriceBelief, 23.64977
19, 84, Tool, Tool, stock, 0
19, 84, Tool, Tool, minPriceBelief, 61.97899
19, 84, Tool, Tool, maxPriceBelief, 68.17689
19, 84, Tool, cash, stock, -4.373833
19, 84, Tool, profit, stock, 20.58246
19, 85, Tool, Food, stock, 0
19, 85, Tool, Food, minPriceBelief, 5.304819
19, 85, Tool, Food, maxPriceBelief, 10.60964
19, 85, Tool, Metal, stock, 6.075101
19, 85, Tool, Metal, minPriceBelief, 11.51698
19, 85, Tool, Metal, maxPriceBelief, 23.03396
19, 85, Tool, Tool, stock, 0
19, 85, Tool, Tool, minPriceBelief, 41.62689
19, 85, Tool, Tool, maxPriceBelief, 45.78958
19, 85, Tool, cash, stock, -20.46477
19, 85, Tool, profit, stock, 0
19, 86, Tool, Food, stock, 0
19, 86, Tool, Food, minPriceBelief, 5.304819
19, 86, Tool, Food, maxPriceBelief, 10.60964
19, 86, Tool, Metal, stock, 1.695246
19, 86, Tool, Metal, minPriceBelief, 11.74805
19, 86, Tool, Metal, maxPriceBelief, 23.49611
19, 86, Tool, Tool, stock, 0
19, 86, Tool, Tool, minPriceBelief, 17.9266
19, 86, Tool, Tool, maxPriceBelief, 19.71926
19, 86, Tool, cash, stock, 9.931031
19, 86, Tool, profit, stock, 0
19, 87, Tool, Food, stock, 0
19, 87, Tool, Food, minPriceBelief, 5.093118
19, 87, Tool, Food, maxPriceBelief, 10.18624
19, 87, Tool, Metal, stock, 9.795281
19, 87, Tool, Metal, minPriceBelief, 11.42698
19, 87, Tool, Metal, maxPriceBelief, 22.85397
19, 87, Tool, Tool, stock, 0
19, 87, Tool, Tool, minPriceBelief, 18.82655
19, 87, Tool, Tool, maxPriceBelief, 20.70921
19, 87, Tool, cash, stock, -30.0003
19, 87, Tool, profit, stock, 0
19, 88, Tool, Food, stock, 0
19, 88, Tool, Food, minPriceBelief, 5.304819
19, 88, Tool, Food, maxPriceBelief, 10.60964
19, 88, Tool, Metal, stock, 8.207918
19, 88, Tool, Metal, minPriceBelief, 11.43398
19, 88, Tool, Metal, maxPriceBelief, 22.86797
19, 88, Tool, Tool, stock, 0
19, 88, Tool, Tool, minPriceBelief, 38.73399
19, 88, Tool, Tool, maxPriceBelief, 42.6074
19, 88, Tool, cash, stock, -54.96998
19, 88, Tool, profit, stock, 0
19, 89, Tool, Food, stock, 0
19, 89, Tool, Food, minPriceBelief, 5.092819
19, 89, Tool, Food, maxPriceBelief, 10.18564
19, 89, Tool, Metal, stock, 7.268518
19, 89, Tool, Metal, minPriceBelief, 11.4286
19, 89, Tool, Metal, maxPriceBelief, 22.85719
19, 89, Tool, Tool, stock, 0
19, 89, Tool, Tool, minPriceBelief, 29.50061
19, 89, Tool, Tool, maxPriceBelief, 32.45067
19, 89, Tool, cash, stock, -32.30577
19, 89, Tool, profit, stock, 0
19, 90, Tool, Food, stock, 1.413704
19, 90, Tool, Food, minPriceBelief, 5.076249
19, 90, Tool, Food, maxPriceBelief, 10.1525
19, 90, Tool, Metal, stock, 8.511333
19, 90, Tool, Metal, minPriceBelief, 11.41917
19, 90, Tool, Metal, maxPriceBelief, 22.83834
19, 90, Tool, Tool, stock, 0
19, 90, Tool, Tool, minPriceBelief, 31.23594
19, 90, Tool, Tool, maxPriceBelief, 34.35954
19, 90, Tool, cash, stock, -3.403761
19, 90, Tool, profit, stock, 27.07506
19, 91, Tool, Food, stock, 3.311465
19, 91, Tool, Food, minPriceBelief, 5.093691
19, 91, Tool, Food, maxPriceBelief, 10.18738
19, 91, Tool, Metal, stock, 13.21631
19, 91, Tool, Metal, minPriceBelief, 11.4081
19, 91, Tool, Metal, maxPriceBelief, 22.8162
19, 91, Tool, Tool, stock, 0
19, 91, Tool, Tool, minPriceBelief, 40.77767
19, 91, Tool, Tool, maxPriceBelief, 44.85543
19, 91, Tool, cash, stock, -40.59383
19, 91, Tool, profit, stock, 30.80424
19, 92, Tool, Food, stock, 0
19, 92, Tool, Food, minPriceBelief, 5.304819
19, 92, Tool, Food, maxPriceBelief, 10.60964
19, 92, Tool, Metal, stock, 17.40399
19, 92, Tool, Metal, minPriceBelief, 11.41319
19, 92, Tool, Metal, maxPriceBelief, 22.82637
19, 92, Tool, Tool, stock, 0
19, 92, Tool, Tool, minPriceBelief, 16.47187
19, 92, Tool, Tool, maxPriceBelief, 18.11906
19, 92, Tool, cash, stock, -37.22658
19, 92, Tool, profit, stock, 0
19, 93, Tool, Food, stock, 0
19, 93, Tool, Food, minPriceBelief, 5.304819
19, 93, Tool, Food, maxPriceBelief, 10.60964
19, 93, Tool, Metal, stock, 4.23861
19, 93, Tool, Metal, minPriceBelief, 11.58541
19, 93, Tool, Metal, maxPriceBelief, 23.17083
19, 93, Tool, Tool, stock, 0
19, 93, Tool, Tool, minPriceBelief, 16.59056
19, 93, Tool, Tool, maxPriceBelief, 18.24962
19, 93, Tool, cash, stock, 35.901
19, 93, Tool, profit, stock, 0
19, 94, Tool, Food, stock, 0
19, 94, Tool, Food, minPriceBelief, 5.304819
19, 94, Tool, Food, maxPriceBelief, 10.60964
19, 94, Tool, Metal, stock, 18.02805
19, 94, Tool, Metal, minPriceBelief, 11.42516
19, 94, Tool, Metal, maxPriceBelief, 22.85032
19, 94, Tool, Tool, stock, 0
19, 94, Tool, Tool, minPriceBelief, 24.28498
19, 94, Tool, Tool, maxPriceBelief, 26.71348
19, 94, Tool, cash, stock, -35.34266
19, 94, Tool, profit, stock, 0
19, 95, Tool, Food, stock, 0
19, 95, Tool, Food, minPriceBelief, 5.0625
